Year,Area,ANZSIC06,Measure,Value,Flags
"2018","Canterbury Region","E324400 Painting and Decorating Services","Geographic Units",816,
"2018","Canterbury Region","E324400 Painting and Decorating Services","Employee Count",1450,
"2018","Canterbury Region","E324500 Glazing Services","Geographic Units",96,
"2018","Canterbury Region","E324500 Glazing Services","Employee Count",250,
"2018","Canterbury Region","E329100 Landscape Construction Services","Geographic Units",399,
"2018","Canterbury Region","E329100 Landscape Construction Services","Employee Count",940,
"2018","Canterbury Region","E329200 Hire of Construction Machinery with Operator","Geographic Units",30,
"2018","Canterbury Region","E329200 Hire of Construction Machinery with Operator","Employee Count",190,
"2018","Canterbury Region","E329900 Other Construction Services n.e.c.","Geographic Units",294,
"2018","Canterbury Region","E329900 Other Construction Services n.e.c.","Employee Count",1600,
"2018","Canterbury Region","F331100 Wool Wholesaling","Geographic Units",30,
"2018","Canterbury Region","F331100 Wool Wholesaling","Employee Count",110,
"2018","Canterbury Region","F331200 Cereal Grain Wholesaling","Geographic Units",12,
"2018","Canterbury Region","F331200 Cereal Grain Wholesaling","Employee Count",150,
"2018","Canterbury Region","F331900 Other Agricultural Product Wholesaling","Geographic Units",192,
"2018","Canterbury Region","F331900 Other Agricultural Product Wholesaling","Employee Count",960,
"2018","Canterbury Region","F332100 Petroleum Product Wholesaling","Geographic Units",36,
"2018","Canterbury Region","F332100 Petroleum Product Wholesaling","Employee Count",390,
"2018","Canterbury Region","F332200 Metal and Mineral Wholesaling","Geographic Units",69,
"2018","Canterbury Region","F332200 Metal and Mineral Wholesaling","Employee Count",470,
"2018","Canterbury Region","F332300 Industrial and Agricultural Chemical Product Wholesaling","Geographic Units",84,
"2018","Canterbury Region","F332300 Industrial and Agricultural Chemical Product Wholesaling","Employee Count",390,
"2018","Canterbury Region","F333100 Timber Wholesaling","Geographic Units",33,
"2018","Canterbury Region","F333100 Timber Wholesaling","Employee Count",140,
"2018","Canterbury Region","F333200 Plumbing Goods Wholesaling","Geographic Units",21,
"2018","Canterbury Region","F333200 Plumbing Goods Wholesaling","Employee Count",100,
"2018","Canterbury Region","F333900 Other Hardware Goods Wholesaling","Geographic Units",192,
"2018","Canterbury Region","F333900 Other Hardware Goods Wholesaling","Employee Count",1100,
"2018","Canterbury Region","F341100 Agricultural and Construction Machinery Wholesaling","Geographic Units",123,
"2018","Canterbury Region","F341100 Agricultural and Construction Machinery Wholesaling","Employee Count",960,
"2018","Canterbury Region","F341900 Other Specialised Industrial Machinery and Equipment Wholesaling","Geographic Units",132,
"2018","Canterbury Region","F341900 Other Specialised Industrial Machinery and Equipment Wholesaling","Employee Count",950,
"2018","Canterbury Region","F349100 Professional and Scientific Goods Wholesaling","Geographic Units",57,
"2018","Canterbury Region","F349100 Professional and Scientific Goods Wholesaling","Employee Count",230,
"2018","Canterbury Region","F349200 Computer and Computer Peripheral Wholesaling","Geographic Units",42,
"2018","Canterbury Region","F349200 Computer and Computer Peripheral Wholesaling","Employee Count",220,
"2018","Canterbury Region","F349300 Telecommunication Goods Wholesaling","Geographic Units",21,
"2018","Canterbury Region","F349300 Telecommunication Goods Wholesaling","Employee Count",45,
"2018","Canterbury Region","F349400 Other Electrical and Electronic Goods Wholesaling","Geographic Units",204,
"2018","Canterbury Region","F349400 Other Electrical and Electronic Goods Wholesaling","Employee Count",1200,
"2018","Canterbury Region","F349900 Other Machinery and Equipment Wholesaling n.e.c.","Geographic Units",60,
"2018","Canterbury Region","F349900 Other Machinery and Equipment Wholesaling n.e.c.","Employee Count",220,
"2018","Canterbury Region","F350100 Car Wholesaling","Geographic Units",54,
"2018","Canterbury Region","F350100 Car Wholesaling","Employee Count",85,
"2018","Canterbury Region","F350200 Commercial Vehicle Wholesaling","Geographic Units",30,
"2018","Canterbury Region","F350200 Commercial Vehicle Wholesaling","Employee Count",150,
"2018","Canterbury Region","F350300 Trailer and Other Motor Vehicle Wholesaling","Geographic Units",12,
"2018","Canterbury Region","F350300 Trailer and Other Motor Vehicle Wholesaling","Employee Count",35,
"2018","Canterbury Region","F350400 Motor Vehicle New Parts Wholesaling","Geographic Units",117,
"2018","Canterbury Region","F350400 Motor Vehicle New Parts Wholesaling","Employee Count",670,
"2018","Canterbury Region","F350500 Motor Vehicle Dismantling and Used Parts Wholesaling","Geographic Units",60,
"2018","Canterbury Region","F350500 Motor Vehicle Dismantling and Used Parts Wholesaling","Employee Count",150,
"2018","Canterbury Region","F360100 General Line Grocery Wholesaling","Geographic Units",27,
"2018","Canterbury Region","F360100 General Line Grocery Wholesaling","Employee Count",2050,
"2018","Canterbury Region","F360200 Meat, Poultry and Smallgoods Wholesaling","Geographic Units",30,
"2018","Canterbury Region","F360200 Meat, Poultry and Smallgoods Wholesaling","Employee Count",220,
"2018","Canterbury Region","F360300 Dairy Produce Wholesaling","Geographic Units",15,
"2018","Canterbury Region","F360300 Dairy Produce Wholesaling","Employee Count",160,
"2018","Canterbury Region","F360400 Fish and Seafood Wholesaling","Geographic Units",24,
"2018","Canterbury Region","F360400 Fish and Seafood Wholesaling","Employee Count",370,
"2018","Canterbury Region","F360500 Fruit and Vegetable Wholesaling","Geographic Units",30,
"2018","Canterbury Region","F360500 Fruit and Vegetable Wholesaling","Employee Count",470,
"2018","Canterbury Region","F360600 Liquor and Tobacco Product Wholesaling","Geographic Units",39,
"2018","Canterbury Region","F360600 Liquor and Tobacco Product Wholesaling","Employee Count",200,
"2018","Canterbury Region","F360900 Other Grocery Wholesaling","Geographic Units",147,
"2018","Canterbury Region","F360900 Other Grocery Wholesaling","Employee Count",830,
"2018","Canterbury Region","F371100 Textile Product Wholesaling","Geographic Units",42,
"2018","Canterbury Region","F371100 Textile Product Wholesaling","Employee Count",160,
"2018","Canterbury Region","F371200 Clothing and Footwear Wholesaling","Geographic Units",96,
"2018","Canterbury Region","F371200 Clothing and Footwear Wholesaling","Employee Count",290,
"2018","Canterbury Region","F372000 Pharmaceutical and Toiletry Goods Wholesaling","Geographic Units",45,
"2018","Canterbury Region","F372000 Pharmaceutical and Toiletry Goods Wholesaling","Employee Count",240,
"2018","Canterbury Region","F373100 Furniture and Floor Covering Wholesaling","Geographic Units",48,
"2018","Canterbury Region","F373100 Furniture and Floor Covering Wholesaling","Employee Count",330,
"2018","Canterbury Region","F373200 Jewellery and Watch Wholesaling","Geographic Units",21,
"2018","Canterbury Region","F373200 Jewellery and Watch Wholesaling","Employee Count",30,
"2018","Canterbury Region","F373300 Kitchen and Diningware Wholesaling","Geographic Units",15,
"2018","Canterbury Region","F373300 Kitchen and Diningware Wholesaling","Employee Count",50,
"2018","Canterbury Region","F373400 Toy and Sporting Goods Wholesaling","Geographic Units",63,
"2018","Canterbury Region","F373400 Toy and Sporting Goods Wholesaling","Employee Count",130,
"2018","Canterbury Region","F373500 Book and Magazine Wholesaling","Geographic Units",12,
"2018","Canterbury Region","F373500 Book and Magazine Wholesaling","Employee Count",18,
"2018","Canterbury Region","F373600 Paper Product Wholesaling","Geographic Units",42,
"2018","Canterbury Region","F373600 Paper Product Wholesaling","Employee Count",360,
"2018","Canterbury Region","F373900 Other Goods Wholesaling n.e.c.","Geographic Units",297,
"2018","Canterbury Region","F373900 Other Goods Wholesaling n.e.c.","Employee Count",760,
"2018","Canterbury Region","F380000 Commission-Based Wholesaling","Geographic Units",195,
"2018","Canterbury Region","F380000 Commission-Based Wholesaling","Employee Count",490,
"2018","Canterbury Region","G391100 Car Retailing","Geographic Units",300,
"2018","Canterbury Region","G391100 Car Retailing","Employee Count",1750,
"2018","Canterbury Region","G391200 Motor Cycle Retailing","Geographic Units",36,
"2018","Canterbury Region","G391200 Motor Cycle Retailing","Employee Count",150,
"2018","Canterbury Region","G391300 Trailer and Other Motor Vehicle Retailing","Geographic Units",30,
"2018","Canterbury Region","G391300 Trailer and Other Motor Vehicle Retailing","Employee Count",60,
"2018","Canterbury Region","G392100 Motor Vehicle Parts Retailing","Geographic Units",54,
"2018","Canterbury Region","G392100 Motor Vehicle Parts Retailing","Employee Count",230,
"2018","Canterbury Region","G392200 Tyre Retailing","Geographic Units",72,
"2018","Canterbury Region","G392200 Tyre Retailing","Employee Count",430,
"2018","Canterbury Region","G400000 Fuel Retailing","Geographic Units",159,
"2018","Canterbury Region","G400000 Fuel Retailing","Employee Count",1400,
"2018","Canterbury Region","G411000 Supermarket and Grocery Stores","Geographic Units",438,
"2018","Canterbury Region","G411000 Supermarket and Grocery Stores","Employee Count",9100,
"2018","Canterbury Region","G412100 Fresh Meat, Fish and Poultry Retailing","Geographic Units",60,
"2018","Canterbury Region","G412100 Fresh Meat, Fish and Poultry Retailing","Employee Count",290,
"2018","Canterbury Region","G412200 Fruit and Vegetable Retailing","Geographic Units",36,
"2018","Canterbury Region","G412200 Fruit and Vegetable Retailing","Employee Count",200,
"2018","Canterbury Region","G412300 Liquor Retailing","Geographic Units",102,
"2018","Canterbury Region","G412300 Liquor Retailing","Employee Count",420,
"2018","Canterbury Region","G412900 Other Specialised Food Retailing","Geographic Units",144,
"2018","Canterbury Region","G412900 Other Specialised Food Retailing","Employee Count",490,
"2018","Canterbury Region","G421100 Furniture Retailing","Geographic Units",102,
"2018","Canterbury Region","G421100 Furniture Retailing","Employee Count",550,
"2018","Canterbury Region","G421200 Floor Coverings Retailing","Geographic Units",78,
"2018","Canterbury Region","G421200 Floor Coverings Retailing","Employee Count",410,
"2018","Canterbury Region","G421300 Houseware Retailing","Geographic Units",33,
"2018","Canterbury Region","G421300 Houseware Retailing","Employee Count",170,
"2018","Canterbury Region","G421400 Manchester and Other Textile Goods Retailing","Geographic Units",75,
"2018","Canterbury Region","G421400 Manchester and Other Textile Goods Retailing","Employee Count",300,
"2018","Canterbury Region","G422100 Electrical, Electronic and Gas Appliance Retailing","Geographic Units",126,
"2018","Canterbury Region","G422100 Electrical, Electronic and Gas Appliance Retailing","Employee Count",710,
"2018","Canterbury Region","G422200 Computer and Computer Peripheral Retailing","Geographic Units",45,
"2018","Canterbury Region","G422200 Computer and Computer Peripheral Retailing","Employee Count",100,
"2018","Canterbury Region","G422900 Other Electrical and Electronic Goods Retailing","Geographic Units",45,
"2018","Canterbury Region","G422900 Other Electrical and Electronic Goods Retailing","Employee Count",130,
"2018","Canterbury Region","G423100 Hardware and Building Supplies Retailing","Geographic Units",168,
"2018","Canterbury Region","G423100 Hardware and Building Supplies Retailing","Employee Count",2700,
"2018","Canterbury Region","G423200 Garden Supplies Retailing","Geographic Units",57,
"2018","Canterbury Region","G423200 Garden Supplies Retailing","Employee Count",290,
"2018","Canterbury Region","G424100 Sport and Camping Equipment Retailing","Geographic Units",153,
"2018","Canterbury Region","G424100 Sport and Camping Equipment Retailing","Employee Count",930,
"2018","Canterbury Region","G424200 Entertainment Media Retailing","Geographic Units",12,
"2018","Canterbury Region","G424200 Entertainment Media Retailing","Employee Count",60,
"2018","Canterbury Region","G424300 Toy and Game Retailing","Geographic Units",21,
"2018","Canterbury Region","G424300 Toy and Game Retailing","Employee Count",50,
"2018","Canterbury Region","G424400 Newspaper and Book Retailing","Geographic Units",69,
"2018","Canterbury Region","G424400 Newspaper and Book Retailing","Employee Count",370,
"2018","Canterbury Region","G424500 Marine Equipment Retailing","Geographic Units",24,
"2018","Canterbury Region","G424500 Marine Equipment Retailing","Employee Count",70,
"2018","Canterbury Region","G425100 Clothing Retailing","Geographic Units",483,
"2018","Canterbury Region","G425100 Clothing Retailing","Employee Count",2050,
"2018","Canterbury Region","G425200 Footwear Retailing","Geographic Units",90,
"2018","Canterbury Region","G425200 Footwear Retailing","Employee Count",520,
"2018","Canterbury Region","G425300 Watch and Jewellery Retailing","Geographic Units",72,
"2018","Canterbury Region","G425300 Watch and Jewellery Retailing","Employee Count",350,
"2018","Canterbury Region","G425900 Other Personal Accessory Retailing","Geographic Units",24,
"2018","Canterbury Region","G425900 Other Personal Accessory Retailing","Employee Count",70,
"2018","Canterbury Region","G426000 Department Stores","Geographic Units",45,
"2018","Canterbury Region","G426000 Department Stores","Employee Count",2650,
"2018","Canterbury Region","G427100 Pharmaceutical, Cosmetic and Toiletry Goods Retailing","Geographic Units",213,
"2018","Canterbury Region","G427100 Pharmaceutical, Cosmetic and Toiletry Goods Retailing","Employee Count",1550,
"2018","Canterbury Region","G427200 Stationery Goods Retailing","Geographic Units",36,
"2018","Canterbury Region","G427200 Stationery Goods Retailing","Employee Count",290,
"2018","Canterbury Region","G427300 Antique and Used Goods Retailing","Geographic Units",114,
"2018","Canterbury Region","G427300 Antique and Used Goods Retailing","Employee Count",180,
"2018","Canterbury Region","G427400 Flower Retailing","Geographic Units",60,
"2018","Canterbury Region","G427400 Flower Retailing","Employee Count",110,
"2018","Canterbury Region","G427900 Other Store-Based Retailing n.e.c.","Geographic Units",429,
"2018","Canterbury Region","G427900 Other Store-Based Retailing n.e.c.","Employee Count",1150,
"2018","Canterbury Region","G431000 Non-Store Retailing","Geographic Units",234,
"2018","Canterbury Region","G431000 Non-Store Retailing","Employee Count",230,
"2018","Canterbury Region","G432000 Retail Commission-Based Buying and/or Selling","Geographic Units",81,
"2018","Canterbury Region","G432000 Retail Commission-Based Buying and/or Selling","Employee Count",12,
"2018","Canterbury Region","H440000 Accommodation","Geographic Units",843,
"2018","Canterbury Region","H440000 Accommodation","Employee Count",4600,
"2018","Canterbury Region","H451100 Cafes and Restaurants","Geographic Units",1086,
"2018","Canterbury Region","H451100 Cafes and Restaurants","Employee Count",9600,
"2018","Canterbury Region","H451200 Takeaway Food Services","Geographic Units",744,
"2018","Canterbury Region","H451200 Takeaway Food Services","Employee Count",3100,
"2018","Canterbury Region","H451300 Catering Services","Geographic Units",114,
"2018","Canterbury Region","H451300 Catering Services","Employee Count",1050,
"2018","Canterbury Region","H452000 Pubs, Taverns and Bars","Geographic Units",231,
"2018","Canterbury Region","H452000 Pubs, Taverns and Bars","Employee Count",2350,
"2018","Canterbury Region","H453000 Clubs (Hospitality)","Geographic Units",75,
"2018","Canterbury Region","H453000 Clubs (Hospitality)","Employee Count",640,
"2018","Canterbury Region","I461000 Road Freight Transport","Geographic Units",603,
"2018","Canterbury Region","I461000 Road Freight Transport","Employee Count",4800,
"2018","Canterbury Region","I462100 Interurban and Rural Bus Transport","Geographic Units",48,
"2018","Canterbury Region","I462100 Interurban and Rural Bus Transport","Employee Count",270,
"2018","Canterbury Region","I462200 Urban Bus Transport (Including Tramway)","Geographic Units",45,
"2018","Canterbury Region","I462200 Urban Bus Transport (Including Tramway)","Employee Count",1150,
"2018","Canterbury Region","I462300 Taxi and Other Road Transport","Geographic Units",462,
"2018","Canterbury Region","I462300 Taxi and Other Road Transport","Employee Count",140,
"2018","Canterbury Region","I471000 Rail Freight Transport","Geographic Units",6,
"2018","Canterbury Region","I471000 Rail Freight Transport","Employee Count",45,
"2018","Canterbury Region","I472000 Rail Passenger Transport","Geographic Units",0,
"2018","Canterbury Region","I472000 Rail Passenger Transport","Employee Count",6,
"2018","Canterbury Region","I481000 Water Freight Transport","Geographic Units",6,
"2018","Canterbury Region","I481000 Water Freight Transport","Employee Count",70,
"2018","Canterbury Region","I482000 Water Passenger Transport","Geographic Units",6,
"2018","Canterbury Region","I482000 Water Passenger Transport","Employee Count",3,
"2018","Canterbury Region","I490000 Air and Space Transport","Geographic Units",45,
"2018","Canterbury Region","I490000 Air and Space Transport","Employee Count",1800,
"2018","Canterbury Region","I501000 Scenic and Sightseeing Transport","Geographic Units",66,
"2018","Canterbury Region","I501000 Scenic and Sightseeing Transport","Employee Count",370,
"2018","Canterbury Region","I502900 Other Transport n.e.c.","Geographic Units",48,
"2018","Canterbury Region","I502900 Other Transport n.e.c.","Employee Count",110,
"2018","Canterbury Region","I510100 Postal Services","Geographic Units",111,
"2018","Canterbury Region","I510100 Postal Services","Employee Count",710,
"2018","Canterbury Region","I510200 Courier Pick-up and Delivery Services","Geographic Units",402,
"2018","Canterbury Region","I510200 Courier Pick-up and Delivery Services","Employee Count",670,
"2018","Canterbury Region","I521100 Stevedoring Services","Geographic Units",6,
"2018","Canterbury Region","I521100 Stevedoring Services","Employee Count",140,
"2018","Canterbury Region","I521200 Port and Water Transport Terminal Operations","Geographic Units",6,
"2018","Canterbury Region","I521200 Port and Water Transport Terminal Operations","Employee Count",750,
"2018","Canterbury Region","I521900 Other Water Transport Support Services","Geographic Units",18,
"2018","Canterbury Region","I521900 Other Water Transport Support Services","Employee Count",45,
"2018","Canterbury Region","I522000 Airport Operations and Other Air Transport Support Services","Geographic Units",18,
"2018","Canterbury Region","I522000 Airport Operations and Other Air Transport Support Services","Employee Count",890,
"2018","Canterbury Region","I529100 Customs Agency Services","Geographic Units",39,
"2018","Canterbury Region","I529100 Customs Agency Services","Employee Count",55,
"2018","Canterbury Region","I529200 Freight Forwarding Services","Geographic Units",69,
"2018","Canterbury Region","I529200 Freight Forwarding Services","Employee Count",850,
"2018","Canterbury Region","I529900 Other Transport Support Services n.e.c.","Geographic Units",51,
"2018","Canterbury Region","I529900 Other Transport Support Services n.e.c.","Employee Count",250,
"2018","Canterbury Region","I530100 Grain Storage Services","Geographic Units",3,
"2018","Canterbury Region","I530100 Grain Storage Services","Employee Count",3,
"2018","Canterbury Region","I530900 Other Warehousing and Storage Services","Geographic Units",126,
"2018","Canterbury Region","I530900 Other Warehousing and Storage Services","Employee Count",800,
"2018","Canterbury Region","J541100 Newspaper Publishing","Geographic Units",27,
"2018","Canterbury Region","J541100 Newspaper Publishing","Employee Count",840,
"2018","Canterbury Region","J541200 Magazine and Other Periodical Publishing","Geographic Units",21,
"2018","Canterbury Region","J541200 Magazine and Other Periodical Publishing","Employee Count",70,
"2018","Canterbury Region","J541300 Book Publishing","Geographic Units",21,
"2018","Canterbury Region","J541300 Book Publishing","Employee Count",25,
"2018","Canterbury Region","J541900 Other Publishing (except Software, Music and Internet)","Geographic Units",9,
"2018","Canterbury Region","J541900 Other Publishing (except Software, Music and Internet)","Employee Count",6,
"2018","Canterbury Region","J542000 Software Publishing","Geographic Units",24,
"2018","Canterbury Region","J542000 Software Publishing","Employee Count",40,
"2018","Canterbury Region","J551100 Motion Picture and Video Production","Geographic Units",96,
"2018","Canterbury Region","J551100 Motion Picture and Video Production","Employee Count",80,
"2018","Canterbury Region","J551200 Motion Picture and Video Distribution","Geographic Units",0,
"2018","Canterbury Region","J551200 Motion Picture and Video Distribution","Employee Count",0,
"2018","Canterbury Region","J551300 Motion Picture Exhibition","Geographic Units",15,
"2018","Canterbury Region","J551300 Motion Picture Exhibition","Employee Count",180,
"2018","Canterbury Region","J551400 Post-production Services and Other Motion Picture and Video Activities","Geographic Units",12,
"2018","Canterbury Region","J551400 Post-production Services and Other Motion Picture and Video Activities","Employee Count",15,
"2018","Canterbury Region","J552100 Music Publishing","Geographic Units",0,
"2018","Canterbury Region","J552100 Music Publishing","Employee Count",6,
"2018","Canterbury Region","J552200 Music and Other Sound Recording Activities","Geographic Units",12,
"2018","Canterbury Region","J552200 Music and Other Sound Recording Activities","Employee Count",12,
"2018","Canterbury Region","J561000 Radio Broadcasting","Geographic Units",15,
"2018","Canterbury Region","J561000 Radio Broadcasting","Employee Count",180,
"2018","Canterbury Region","J562100 Free-to-Air Television Broadcasting","Geographic Units",6,
"2018","Canterbury Region","J562100 Free-to-Air Television Broadcasting","Employee Count",45,
"2018","Canterbury Region","J562200 Cable and Other Subscription Broadcasting","Geographic Units",6,
"2018","Canterbury Region","J562200 Cable and Other Subscription Broadcasting","Employee Count",25,
"2018","Canterbury Region","J570000 Internet Publishing and Broadcasting","Geographic Units",12,
"2018","Canterbury Region","J570000 Internet Publishing and Broadcasting","Employee Count",0,
"2018","Canterbury Region","J580100 Wired Telecommunications Network Operation","Geographic Units",12,
"2018","Canterbury Region","J580100 Wired Telecommunications Network Operation","Employee Count",850,
"2018","Canterbury Region","J580200 Other Telecommunications Network Operation","Geographic Units",15,
"2018","Canterbury Region","J580200 Other Telecommunications Network Operation","Employee Count",520,
"2018","Canterbury Region","J580900 Other Telecommunications Services","Geographic Units",12,
"2018","Canterbury Region","J580900 Other Telecommunications Services","Employee Count",20,
"2018","Canterbury Region","J591000 Internet Service Providers and Web Search Portals","Geographic Units",24,
"2018","Canterbury Region","J591000 Internet Service Providers and Web Search Portals","Employee Count",55,
"2018","Canterbury Region","J592100 Data Processing and Web Hosting Services","Geographic Units",30,
"2018","Canterbury Region","J592100 Data Processing and Web Hosting Services","Employee Count",120,
"2018","Canterbury Region","J592200 Electronic Information Storage Services","Geographic Units",12,
"2018","Canterbury Region","J592200 Electronic Information Storage Services","Employee Count",6,
"2018","Canterbury Region","J601000 Libraries and Archives","Geographic Units",45,
"2018","Canterbury Region","J601000 Libraries and Archives","Employee Count",460,
"2018","Canterbury Region","J602000 Other Information Services","Geographic Units",0,
"2018","Canterbury Region","J602000 Other Information Services","Employee Count",0,
"2018","Canterbury Region","K622100 Banking","Geographic Units",111,
"2018","Canterbury Region","K622100 Banking","Employee Count",2150,
"2018","Canterbury Region","K622200 Building Society Operation","Geographic Units",0,
"2018","Canterbury Region","K622200 Building Society Operation","Employee Count",3,
"2018","Canterbury Region","K622300 Credit Union Operation","Geographic Units",0,
"2018","Canterbury Region","K622300 Credit Union Operation","Employee Count",9,
"2018","Canterbury Region","K622900 Other Depository Financial Intermediation","Geographic Units",0,
"2018","Canterbury Region","K622900 Other Depository Financial Intermediation","Employee Count",12,
"2018","Canterbury Region","K623000 Non-Depository Financing","Geographic Units",96,
"2018","Canterbury Region","K623000 Non-Depository Financing","Employee Count",120,
"2018","Canterbury Region","K624000 Financial Asset Investing","Geographic Units",3315,
"2018","Canterbury Region","K624000 Financial Asset Investing","Employee Count",170,
"2018","Canterbury Region","K631000 Life Insurance","Geographic Units",6,
"2018","Canterbury Region","K631000 Life Insurance","Employee Count",35,
"2018","Canterbury Region","K632100 Health Insurance","Geographic Units",6,
"2018","Canterbury Region","K632100 Health Insurance","Employee Count",45,
"2018","Canterbury Region","K632200 General Insurance","Geographic Units",21,
"2018","Canterbury Region","K632200 General Insurance","Employee Count",1250,
"2018","Canterbury Region","K633000 Superannuation Funds","Geographic Units",27,
"2018","Canterbury Region","K633000 Superannuation Funds","Employee Count",0,
"2018","Canterbury Region","K641100 Financial Asset Broking Services","Geographic Units",6,
"2018","Canterbury Region","K641100 Financial Asset Broking Services","Employee Count",75,
"2018","Canterbury Region","K641900 Other Auxiliary Finance and Investment Services","Geographic Units",408,
"2018","Canterbury Region","K641900 Other Auxiliary Finance and Investment Services","Employee Count",600,
"2018","Canterbury Region","K642000 Auxiliary Insurance Services","Geographic Units",333,
"2018","Canterbury Region","K642000 Auxiliary Insurance Services","Employee Count",890,
"2018","Canterbury Region","L661100 Passenger Car Rental and Hiring","Geographic Units",153,
"2018","Canterbury Region","L661100 Passenger Car Rental and Hiring","Employee Count",870,
"2018","Canterbury Region","L661900 Other Motor Vehicle and Transport Equipment Rental and Hiring","Geographic Units",120,
"2018","Canterbury Region","L661900 Other Motor Vehicle and Transport Equipment Rental and Hiring","Employee Count",230,
"2018","Canterbury Region","L662000 Farm Animal and Bloodstock Leasing","Geographic Units",171,
"2018","Canterbury Region","L662000 Farm Animal and Bloodstock Leasing","Employee Count",65,
"2018","Canterbury Region","L663100 Heavy Machinery and Scaffolding Rental and Hiring","Geographic Units",75,
"2018","Canterbury Region","L663100 Heavy Machinery and Scaffolding Rental and Hiring","Employee Count",170,
"2018","Canterbury Region","L663200 Video and Other Electronic Media Rental and Hiring","Geographic Units",21,
"2018","Canterbury Region","L663200 Video and Other Electronic Media Rental and Hiring","Employee Count",75,
"2018","Canterbury Region","L663900 Other Goods and Equipment Rental and Hiring n.e.c.","Geographic Units",279,
"2018","Canterbury Region","L663900 Other Goods and Equipment Rental and Hiring n.e.c.","Employee Count",680,
"2018","Canterbury Region","L664000 Non-Financial Intangible Assets (Except Copyrights) Leasing","Geographic Units",135,
"2018","Canterbury Region","L664000 Non-Financial Intangible Assets (Except Copyrights) Leasing","Employee Count",150,
"2018","Canterbury Region","L671100 Residential Property Operators","Geographic Units",4230,
"2018","Canterbury Region","L671100 Residential Property Operators","Employee Count",600,
"2018","Canterbury Region","L671200 Non-Residential Property Operators","Geographic Units",8385,
"2018","Canterbury Region","L671200 Non-Residential Property Operators","Employee Count",610,
"2018","Canterbury Region","L672000 Real Estate Services","Geographic Units",1419,
"2018","Canterbury Region","L672000 Real Estate Services","Employee Count",1550,
"2018","Canterbury Region","M691000 Scientific Research Services","Geographic Units",99,
"2018","Canterbury Region","M691000 Scientific Research Services","Employee Count",1300,
"2018","Canterbury Region","M692100 Architectural Services","Geographic Units",399,
"2018","Canterbury Region","M692100 Architectural Services","Employee Count",870,
"2018","Canterbury Region","M692200 Surveying and Mapping Services","Geographic Units",66,
"2018","Canterbury Region","M692200 Surveying and Mapping Services","Employee Count",240,
"2018","Canterbury Region","M692300 Engineering Design and Engineering Consulting Services","Geographic Units",939,
"2018","Canterbury Region","M692300 Engineering Design and Engineering Consulting Services","Employee Count",5100,
"2018","Canterbury Region","M692400 Other Specialised Design Services","Geographic Units",408,
"2018","Canterbury Region","M692400 Other Specialised Design Services","Employee Count",600,
"2018","Canterbury Region","M692500 Scientific Testing and Analysis Services","Geographic Units",111,
"2018","Canterbury Region","M692500 Scientific Testing and Analysis Services","Employee Count",560,
"2018","Canterbury Region","M693100 Legal Services","Geographic Units",375,
"2018","Canterbury Region","M693100 Legal Services","Employee Count",1950,
"2018","Canterbury Region","M693200 Accounting Services","Geographic Units",576,
"2018","Canterbury Region","M693200 Accounting Services","Employee Count",2350,
"2018","Canterbury Region","M694000 Advertising Services","Geographic Units",174,
"2018","Canterbury Region","M694000 Advertising Services","Employee Count",380,
"2018","Canterbury Region","M695000 Market Research and Statistical Services","Geographic Units",30,
"2018","Canterbury Region","M695000 Market Research and Statistical Services","Employee Count",350,
"2018","Canterbury Region","M696100 Corporate Head Office Management Services","Geographic Units",33,
"2018","Canterbury Region","M696100 Corporate Head Office Management Services","Employee Count",2150,
"2018","Canterbury Region","M696200 Management Advice and Related Consulting Services","Geographic Units",1950,
"2018","Canterbury Region","M696200 Management Advice and Related Consulting Services","Employee Count",2100,
"2018","Canterbury Region","M697000 Veterinary Services","Geographic Units",138,
"2018","Canterbury Region","M697000 Veterinary Services","Employee Count",890,
"2018","Canterbury Region","M699100 Professional Photographic Services","Geographic Units",138,
"2018","Canterbury Region","M699100 Professional Photographic Services","Employee Count",70,
"2018","Canterbury Region","M699900 Other Professional, Scientific and Technical Services n.e.c.","Geographic Units",90,
"2018","Canterbury Region","M699900 Other Professional, Scientific and Technical Services n.e.c.","Employee Count",170,
"2018","Canterbury Region","M700000 Computer System Design and Related Services","Geographic Units",933,
"2018","Canterbury Region","M700000 Computer System Design and Related Services","Employee Count",4000,
"2018","Canterbury Region","N721100 Employment Placement and Recruitment Services","Geographic Units",102,
"2018","Canterbury Region","N721100 Employment Placement and Recruitment Services","Employee Count",2750,
"2018","Canterbury Region","N721200 Labour Supply Services","Geographic Units",66,
"2018","Canterbury Region","N721200 Labour Supply Services","Employee Count",6000,
"2018","Canterbury Region","N722000 Travel Agency and Tour Arrangement Services","Geographic Units",342,
"2018","Canterbury Region","N722000 Travel Agency and Tour Arrangement Services","Employee Count",950,
"2018","Canterbury Region","N729100 Office Administrative Services","Geographic Units",192,
"2018","Canterbury Region","N729100 Office Administrative Services","Employee Count",560,
"2018","Canterbury Region","N729200 Document Preparation Services","Geographic Units",21,
"2018","Canterbury Region","N729200 Document Preparation Services","Employee Count",50,
"2018","Canterbury Region","N729300 Credit Reporting and Debt Collection Services","Geographic Units",18,
"2018","Canterbury Region","N729300 Credit Reporting and Debt Collection Services","Employee Count",80,
"2018","Canterbury Region","N729400 Call Centre Operation","Geographic Units",9,
